,0,CS_v1,CS_v2,CS_v3,PW_v1,PW_v2,PW_v3
3239,Tute,Tqtl,Txtr,Tvtp,Teta,Tetä,Tato
3240,Tals,Tdls,Tmls,Tjls,Töls,Töls,Tols
3241,Des,Dss,Dcs,Dns,Dos,Düs,Dos
3242,Wand,Wlnd,Wxnd,Wlnd,Wünd,Wond,Wönd
3243,koste,knstt,kgstr,kxstt,kasta,kestu,kiste
3244,Angel,Qngtl,Kngbl,Vngwl,Ongil,Ingöl,Ongül
3245,Sex,Snx,Snx,Syx,Säx,Sax,Sax
3246,darum,dwrfm,dnrzm,dcrvm,derim,darom,däram
3247,Grog,Grpg,Grqg,Grjg,Grag,Grug,Grug
3248,Dreht,Drnht,Drdht,Drzht,Dräht,Druht,Driht
3249,hielt,hrqlt,hqclt,hfllt,hiult,heält,häölt
3250,zolle,ztlly,zblly,zdllf,zullo,zallo,zollo
3251,Pub,Ptb,Ptb,Prb,Pib,Püb,Pib
3252,dumme,dlmmw,dkmmd,dnmmk,dümmo,dommü,dämmu
3253,Kuehe,Kcthh,Kkghg,Knzhr,Kaöhi,Kuihi,Käehe
3254,Rinde,Rsndg,Rcndt,Rsndq,Randu,Rindo,Rindi
3255,Farm,Fdrm,Fgrm,Fkrm,Ferm,Furm,Ferm
3256,Lack,Lzck,Ljck,Lyck,Luck,Lick,Lück
3257,wuchs,wdchs,wgchs,wrchs,wachs,wochs,wüchs
3258,sauer,sqmwr,sfsfr,shpmr,söaür,souür,saear
3259,roher,rmhnr,rshfr,rghkr,rehor,rehir,rihur
3260,Mazda,Mszdf,Mvzdh,Mxzds,Mazdu,Mazdo,Müzdü
3261,Dinar,Dxnhr,Dcnsr,Dznyr,Dönor,Danür,Dunor
3262,Café,Chfé,Cffé,Chfé,Cifé,Cefé,Cufé
3263,Ruins,Rktns,Rkfns,Rxjns,Reins,Rouns,Roans
3264,einer,dgnlr,yhncr,kdnrr,uinur,üanör,uunar
3265,Truhe,Trrhc,Tryhx,Trhht,Truhü,Trohe,Triha
3266,necke,ndckx,nwckm,nxckc,nocki,näcki,nucko
3267,wollt,wbllt,wbllt,wfllt,wellt,wöllt,wellt
3268,Kiew,Kbpw,Kysw,Khkw,Koöw,Käaw,Kuow
3269,Seht,Sght,Sfht,Scht,Suht,Säht,Siht
3270,Brate,Brgtd,Brhtr,Brrtv,Britu,Brotu,Bratö
3271,Intel,Bntcl,Tntvl,Rntwl,Intol,Ontil,Entol
3272,Jazz,Jfzz,Jbzz,Jpzz,Juzz,Jizz,Jizz
3273,Tanze,Tdnzr,Thnzt,Tknzl,Tunze,Tünze,Tanzo
3274,Star,Stbr,Stvr,Stvr,Ster,Stür,Stür
3275,huete,hmjtq,hsltv,hbkts,haeto,höetü,haita
3276,Marge,Mlrgb,Mkrgd,Mxrgn,Murgi,Mirgo,Margi
3277,dann,dmnn,ddnn,dsnn,dänn,dinn,donn
3278,Arten,Lrtdn,Prtyn,Jrtmn,Artin,Ertun,Irtun
3279,Alex,Plfx,Yllx,Zlxx,Elax,Ölux,Elox
3280,Muts,Mwts,Mpts,Mmts,Mäts,Mets,Mots
3281,Bauch,Bvgch,Bsdch,Bkwch,Buuch,Beoch,Baäch
3282,Lilie,Lhlpj,Lflzx,Lvlvp,Lalei,Luluo,Liläi
3283,Singe,Skngq,Sqngq,Sfngf,Singi,Sunga,Sunge
3284,Noahs,Nthhs,Nddhs,Nqths,Nüihs,Nüihs,Nuehs
3285,Allah,Lllhh,Hlljh,Cllgh,Älluh,Ullih,Illuh
3286,solch,srlch,sflch,sflch,sulch,silch,selch
3287,Rau,Ryv,Rmg,Rsb,Rae,Ruu,Riä
3288,fixe,fvxt,frxk,ffxp,fexa,fexu,foxa
3289,Herde,Hqrdz,Hprdh,Hvrdh,Hurde,Hurdä,Herda
3290,summa,ssmmy,skmmg,sjmmv,simma,sümmu,samma
3291,Grund,Grznd,Grpnd,Grsnd,Grind,Grind,Grand
3292,beben,btbmn,btbqn,bsbkn,babon,baben,bibon
3293,Weges,Wxgss,Wkggs,Wmgss,Wigas,Wögus,Wegis
3294,Deut,Djpt,Dxqt,Dhst,Duut,Deit,Duot
3295,Elf,Vlf,Vlf,Tlf,Ilf,Olf,Ülf
3296,toben,tbbjn,tnbrn,tybzn,tibon,tabun,tebön
3297,singe,svngy,swngr,skngz,sengo,sänga,sunge
3298,Leere,Lsqrl,Lhxrk,Lzlrk,Löire,Learu,Loeri
3299,Nest,Ngst,Nnst,Nwst,Nost,Nist,Nust
3300,Nimm,Npmm,Njmm,Nfmm,Nömm,Nomm,Numm
3301,laude,lgsdr,lzydt,lfsdq,luäda,loidi,luedi
3302,saete,scstg,srjtw,sxltz,siato,siite,süota
3303,lahmt,lchmt,lghmt,lyhmt,lehmt,luhmt,lehmt
3304,James,Jvmds,Jxmms,Jgmqs,Jemes,Jomis,Jemus
3305,Dorfe,Dlrfp,Dgrfg,Dzrfn,Dirfu,Dirfo,Derfi
3306,fault,fwmlt,fdplt,fmslt,feält,fiult,föält
3307,Polin,Pgldn,Pjlhn,Pllcn,Pilen,Pulun,Pelan
3308,Astes,Cstys,Hstks,Gstts,Estus,Ostüs,Ustos
3309,Russe,Rhssr,Rcssz,Rzssf,Rissi,Rissu,Rassa
3310,Alu,Mlm,Qld,Kll,Ulü,Olü,Elä
3311,Juden,Jnddn,Jrdbn,Jpdtn,Jidan,Jidon,Jedun
3312,pump,pcmp,pwmp,ptmp,pomp,pemp,pamp
3313,enger,sngdr,qngwr,dngcr,ungor,unger,anger
3314,dich,dsch,dlch,dcch,duch,duch,dach
3315,Lepra,Lfpry,Llprn,Ltpry,Lupri,Lepre,Lapri
3316,funke,fnnkg,fnnkt,flnkx,funkö,fonkö,finkö
3317,Tuben,Tbbfn,Tzbpn,Txbdn,Tebon,Täbun,Tabün
3318,reibe,rrhby,rymbn,rvbbb,raubu,raeba,ruubi
3319,Nehmt,Nnhmt,Njhmt,Nzhmt,Nohmt,Nühmt,Nihmt
3320,Tippt,Tmppt,Tfppt,Tgppt,Tuppt,Tuppt,Tappt
3321,Topas,Typws,Typbs,Tlprs,Topes,Tupus,Tepes
3322,haut,hrdt,hhkt,hvmt,hiat,hiit,heit
3323,lugst,lvgst,lvgst,lxgst,logst,ligst,ligst
3324,Gage,Grgf,Gwgg,Gngs,Gagu,Gige,Gaga
3325,Lore,Lhrb,Lkrg,Lhrx,Luru,Luri,Lure
3326,Einem,Htnvm,Jynrm,Qxnlm,Uänom,Aanom,Eanim
3327,eitel,xqttl,kgthl,xstcl,üatal,uutel,uitol
3328,zumal,zsmwl,zdmdl,zqmfl,zamal,zamöl,zümul
3329,Alice,Xlkcl,Wlfcr,Llcch,Olöci,Eloce,Aläcä
3330,Decks,Dwcks,Dfcks,Dgcks,Ducks,Dicks,Ducks
3331,Rebe,Rpbx,Rxbg,Rfbf,Rubi,Rubu,Robä
3332,Ewige,Dwsgr,Dwvgp,Bwjgl,Uwigu,Üwoge,Awege
3333,rar,rtr,rhr,rlr,ror,rer,rur
3334,Aeste,Qpstl,Ststj,Hfstk,Uisti,Ooste,Eäste
3335,tunke,twnkz,tznkl,thnkg,tunkö,tunkü,tanka
3336,passt,pbsst,pssst,pcsst,pässt,pesst,posst
3337,wehte,wzhtx,wkhtm,wshts,wuhta,wuhta,wehtü
3338,ledig,ljdyg,lxdlg,lcdxg,ledäg,lodag,lädeg
3339,Mekka,Mdkkz,Mfkkm,Mqkkt,Makki,Mokki,Mokko
3340,Erbes,Grbfs,Hrbys,Yrbhs,Erbös,Arbas,Erbas
3341,Weht,Wfht,Wtht,Wxht,Woht,Wuht,Wüht
3342,hohen,hnhgn,hmhfn,hhhkn,hahan,hehin,hehen
3343,Ahoi,Fhkt,Chkv,Qhzs,Ahei,Ehuä,Ahaa
3344,wirf,whrf,wrrf,wdrf,würf,worf,werf
3345,vergl,vdrgl,vqrgl,vtrgl,vurgl,vorgl,vorgl
3346,engen,gngkn,pngln,dngsn,ingon,ingin,ungin
3347,Sogen,Szgtn,Spgbn,Skghn,Sagun,Sogan,Segin
3348,kocht,kdcht,kkcht,kxcht,kucht,kacht,kücht
3349,Benz,Bdnz,Bcnz,Bjnz,Binz,Binz,Bunz
3350,Buchs,Btchs,Bpchs,Bnchs,Bichs,Bächs,Bichs
3351,Lande,Ltndh,Lmndn,Lkndy,Lunde,Londa,Lundi
3352,tosen,tksfn,tnsvn,tsssn,toson,tesin,tösin
3353,Ihm,Zhm,Xhm,Fhm,Ähm,Ähm,Ähm
3354,Macht,Mccht,Mtcht,Mzcht,Mucht,Mocht,Micht
3355,Stur,Stzr,Stxr,Styr,Stor,Stor,Stir
3356,Quitt,Qjttt,Qqqtt,Qyftt,Qiitt,Qautt,Qaott
3357,Ergab,Brgtb,Xrggb,Wrgcb,Orgäb,Irgob,Irgob
3358,Ringt,Rrngt,Rhngt,Rmngt,Rengt,Rangt,Rangt
3359,Opern,Rpkrn,Dplrn,Spbrn,Apurn,Upirn,Epirn
3360,Eins,Ctns,Nlns,Kmns,Eans,Auns,Euns
3361,Nur,Njr,Nlr,Nzr,Nor,Ner,Ner
3362,Tiefe,Tpxfg,Tkyfn,Tlcfc,Teifo,Tuafe,Toifi
3363,Pans,Pkns,Psns,Ppns,Pons,Puns,Pens
3364,zwick,zwnck,zwgck,zwdck,zwock,zwuck,zwock
3365,Orgie,Prgyp,Nrglg,Hrgkd,Ärgöi,Irgie,Argoo
3366,jede,jgdx,jzdb,jkdc,jidi,jadi,jedi
3367,baten,bttxn,bttyn,bdtln,betun,batin,batin
3368,womit,wfmxt,wzmrt,wwmst,womet,wemat,wumät
3369,Fix,Fgx,Fpx,Fpx,Fux,Fex,Fox
3370,Friss,Frhss,Frjss,Frkss,Fress,Fress,Fross
3371,Mohr,Mphr,Mnhr,Mmhr,Mahr,Mahr,Mühr
3372,Deine,Dqdnk,Dpznp,Ddfnl,Deäna,Deonu,Daeno
3373,hupe,hqph,hzpt,hspy,hepu,höpu,hipo
3374,Bombe,Bqmbg,Bwmbt,Bdmbg,Bambe,Bimbe,Bemba
3375,antue,yntvh,vntjl,lntfw,öntiü,ontea,entaa
3376,Skat,Sknt,Skvt,Skyt,Sküt,Skit,Skot
3377,falle,fpllq,fwllw,fxlln,follo,falla,fella
3378,nein,ncrn,ndpn,nhmn,naon,neen,nion
3379,Banne,Bznns,Bpnnt,Bxnny,Bennu,Binnu,Bonnu
3380,pause,pxrsm,pclsn,pkrsr,piasa,päaso,pooso
3381,Dhabi,Dhxbr,Dhtbz,Dhzbx,Dhebo,Dhabe,Dhaba
3382,Komet,Ktmst,Kfmwt,Kxmst,Kemut,Kemüt,Kamat
3383,Ruhr,Rdhr,Rlhr,Rlhr,Röhr,Rahr,Rehr
3384,gute,grts,gmtf,ggtz,güti,gote,gote
3385,Hexer,Hqxrr,Hzxyr,Htxbr,Haxur,Huxer,Hixür
3386,User,Yscr,Pspr,Jszr,Asur,Asor,Isir
3387,Batik,Bttfk,Bmthk,Bptfk,Batak,Botuk,Butik
3388,Zeus,Zdbs,Zmks,Zbms,Zias,Zies,Zaes
3389,laxen,llxvn,lvxmn,lvxln,läxun,lexün,loxon
3390,Ral,Rfl,Rhl,Rsl,Rül,Rul,Rel
3391,Schon,Schgn,Schzn,Schmn,Schun,Schen,Schön
3392,Hoher,Hthwr,Hvhxr,Hmhlr,Hihar,Hohor,Hahur
3393,Zehe,Zwhg,Zqhs,Zshw,Zohi,Zohu,Zehö
3394,Bugs,Bmgs,Bqgs,Bqgs,Bogs,Bogs,Bigs
3395,sang,szng,szng,snng,song,seng,sung
3396,Brave,Brgvm,Brcvv,Brwvm,Breve,Brivö,Bravu
3397,zoome,zkcmw,zgcms,zcrmq,zeuma,zoeme,zoumo
3398,Zeit,Zwft,Zzkt,Zjzt,Zoat,Ziöt,Ziut
3399,Kanus,Kdnvs,Kznvs,Ksnks,Kines,Kinas,Kanis
3400,Diebe,Dfjbv,Dlvbv,Dgsbp,Deuba,Daobe,Doibo
3401,Form,Fmrm,Fqrm,Ftrm,Furm,Förm,Ferm
3402,Zupf,Zqpf,Zdpf,Zxpf,Zipf,Zepf,Zepf
3403,Pins,Pfns,Prns,Pvns,Pons,Pens,Pöns
3404,zehnt,zyhnt,zqhnt,zlhnt,zihnt,zihnt,zähnt
3405,lande,llndw,lkndd,lpndf,londü,londi,lendi
3406,Rohre,Rrhrj,Rmhrd,Rghrh,Ruhri,Rehre,Rehra
3407,ich,tch,xch,hch,och,uch,ech
3408,brav,brzv,brdv,brlv,bräv,brüv,brov
3409,Isis,Dsls,Wsns,Csks,Uses,Äsas,Ises
3410,blieb,blsbb,blrfb,blwlb,bliob,bloib,bleeb
3411,Tore,Tdry,Twrb,Tkry,Tare,Turu,Taru
3412,Micks,Mscks,Mhcks,Mzcks,Mucks,Mocks,Macks
3413,Vase,Vssn,Vgss,Vcsp,Vüsa,Vosi,Vasu
3414,Nobel,Nwbcl,Nhbhl,Npbll,Näbul,Nuböl,Näbul
3415,Urban,Grbcn,Hrbbn,Brbnn,Arbön,Irbön,Erbun
3416,eurem,zyrxm,yzrtm,xvrlm,ierum,oirim,uurom
3417,bares,bxrzs,bzrhs,bvrls,boris,bores,borus
3418,Dinge,Dqngw,Dvngh,Dyngf,Danga,Denge,Dunge
3419,schau,schvn,schdm,schvp,schüö,schei,schai
3420,Bude,Bkdh,Bldr,Bqdn,Bide,Bedi,Budo
3421,assen,ksstn,lsszn,bssqn,ossin,issün,ussän
3422,Back,Bzck,Bjck,Bwck,Beck,Buck,Beck
3423,nutze,ngtzm,nstzt,nbtzh,nutzä,netzi,natzi
3424,reimt,rtzmt,rldmt,rcnmt,raumt,räamt,raumt
3425,Pirat,Pzrlt,Pvrlt,Psrlt,Porat,Piröt,Perat
3426,Helm,Hplm,Hllm,Hplm,Hülm,Hulm,Hulm
3427,asst,wsst,vsst,ysst,usst,üsst,össt
3428,wisst,wssst,wvsst,wlsst,wesst,wasst,wusst
3429,harre,hkrrs,hprrj,hzrrx,hürra,hirri,horri
3430,Alter,Tltnr,Tlttr,Tltrr,Altor,Altur,Olter
3431,dato,dytv,dstn,drtj,dati,deta,doto
3432,Lohns,Lkhns,Lwhns,Lphns,Lahns,Lahns,Lahns
3433,Russ,Rdss,Rbss,Rzss,Ress,Röss,Rass
3434,Rolfs,Rnlfs,Rllfs,Rqlfs,Ralfs,Rölfs,Relfs
3435,Rico,Rlcv,Rscc,Rccm,Rocu,Rüci,Raci
3436,Minis,Mdnms,Mjnhs,Mnnys,Menus,Monos,Mönos
3437,hofft,hffft,hvfft,hnfft,hufft,hefft,hufft
3438,Dein,Dnxn,Dtnn,Dmnn,Doon,Düön,Doon
3439,Kaue,Kqlq,Khdq,Klwf,Kaeü,Küuu,Koio
3440,fleht,flfht,flrht,fldht,flaht,fliht,fliht
3441,frohe,frxhz,frthq,frqhp,frihu,frühü,frahu
3442,Willi,Whllv,Whlls,Wgllb,Wullo,Walli,Wallu
3443,segne,sggnj,scgnh,stgnl,sügne,sugno,sognä
3444,diese,dsfsb,dyhsr,dnrsm,duisa,daasa,duasi
3445,spart,spzrt,spjrt,sphrt,sport,spert,sport
3446,jagte,jbgtm,jlgtj,jwgtj,jigte,jogti,jagtö
3447,Fade,Fzdt,Fwdq,Fndd,Fedu,Füda,Fidu
3448,Brav,Brkv,Brxv,Brnv,Brev,Brov,Bruv
3449,fach,fcch,fpch,fych,fech,fuch,fuch
3450,Wich,Wych,Wwch,Wqch,Woch,Woch,Wuch
3451,Heil,Hchl,Hhsl,Hksl,Hool,Hool,Heul
3452,rufe,rcfy,rnfb,rhfm,rufo,refo,refu
3453,ecke,sckd,gckm,hckc,acke,acku,acki
3454,Maar,Mcfr,Mcbr,Mlkr,Moar,Miur,Muur
3455,uns,mns,rns,cns,äns,ons,ens
3456,Lebt,Lsbt,Ltbt,Lpbt,Lubt,Lubt,Libt
3457,Linux,Lgnfx,Lcnkx,Lyntx,Lanux,Lenux,Lunex
3458,sagt,sygt,sxgt,sfgt,sögt,segt,sugt
3459,fix,fcx,frx,fbx,fux,fox,fax
3460,Fax,Fsx,Fcx,Fdx,Föx,Fex,Föx
3461,Ulla,Wllp,Nllg,Qlln,Allu,Ille,Illi
3462,Heran,Hwrtn,Hcrfn,Hcrln,Herun,Harun,Haron
3463,pur,pjr,pmr,pdr,pir,por,pir
3464,Dies,Dhws,Drws,Dmds,Does,Duas,Dios
3465,Kodex,Kbdyx,Kfdvx,Kmdyx,Kadex,Kudox,Ködux
3466,Eilen,Wlldn,Hglsn,Kglpn,Ialon,Üilun,Aälön
3467,Tuchs,Tvchs,Tychs,Tcchs,Tachs,Techs,Tachs
3468,Chaos,Chnfs,Chpss,Chkls,Chois,Chuis,Chäis
3469,Greif,Grkqf,Grncf,Grthf,Groof,Grouf,Gruof
3470,wusch,wvsch,wlsch,wmsch,wasch,wosch,wäsch
3471,Taste,Tqsts,Twstv,Tgstp,Tusti,Tosta,Tistu
3472,tage,ttgr,tkgx,ttgp,tugi,tögi,tege
3473,Dante,Djntl,Dyntc,Dhnth,Dänti,Dinti,Donta
3474,Akute,Fkdtr,Mkvtx,Bkbth,Akuti,Okota,Okete
3475,Jeans,Jmfns,Jhbns,Jylns,Jiöns,Jions,Juans
3476,anal,nnzl,jnfl,cndl,onol,inel,anul
3477,Atem,Gtgm,Zttm,Ytbm,Itam,Etim,Itäm
3478,duale,ddnll,dwwlx,dzmlz,duuli,diili,dualu
3479,Eva,Bvm,Lvx,Tvy,Ive,Ivu,Ivi
3480,Tabus,Tkbjs,Txbcs,Twbts,Tübus,Tabüs,Tebas
3481,Kill,Kzll,Kpll,Kjll,Kall,Kull,Kall
3482,Blaue,Blhvb,Blbff,Bltqm,Bläue,Bleuo,Bleua
3483,Eilig,Yplxg,Wzlvg,Pclrg,Äülog,Uulug,Oolag
3484,Bambi,Bsmbk,Bnmbj,Bymbn,Bumbu,Bombu,Bumba
3485,Ringe,Rdngz,Rlngn,Rcngt,Rongi,Rongü,Röngo
3486,viert,vpnrt,vgdrt,vsgrt,voert,veärt,voert
3487,Fatal,Fltcl,Fftll,Fntwl,Futil,Fötil,Fütul
3488,Sinus,Synxs,Sjnks,Slnns,Sanus,Sonäs,Sunis
3489,gifte,gcfty,gjftk,gvftx,gofta,geftä,giftu
3490,Prag,Prsg,Prgg,Prqg,Preg,Prug,Prug
3491,Vital,Vqtvl,Vrtyl,Vdtpl,Vutül,Vetil,Vutol
3492,Docks,Dbcks,Dtcks,Dkcks,Dücks,Dicks,Dacks
3493,kamen,kbmkn,kxmjn,kgmxn,kiman,kimun,kimen
3494,Absud,Vbskd,Vbszd,Xbstd,Obsid,Absid,Obsed
3495,Hold,Hdld,Hpld,Hvld,Hald,Häld,Häld
3496,ankam,nnksm,hnkbm,tnkzm,inkem,inkem,änkom
3497,miaut,mqwrt,mvgst,mbwzt,mouet,muait,meoit
3498,Neu,Nkt,Ngm,Nfz,Nii,Niü,Nai
3499,tauft,tncft,tmzft,tlsft,tuuft,toöft,tuuft
3500,Otter,Bttkr,Rttqr,Lttqr,Ottir,Attir,Attor
3501,Tuns,Thns,Tgns,Tsns,Tüns,Tans,Tens
3502,Lok,Lhk,Lzk,Lzk,Lek,Lak,Läk
3503,Stroh,Strbh,Stryh,Strmh,Strah,Strah,Strah
3504,ueben,yfbfn,jqbfn,zpbsn,uibon,aabun,eöbon
3505,Wer,Wfr,Wpr,Wzr,Wur,Wur,Wor
3506,Ofens,Nffns,Gfqns,Bfvns,Afuns,Afins,Afins
3507,Omen,Lmnn,Bmrn,Gmtn,Ämen,Umen,Imün
3508,Lacke,Lvckj,Lzckf,Lqckd,Locki,Löcka,Lickö
3509,Wirf,Wlrf,Wmrf,Wmrf,Wörf,Worf,Worf
3510,Datei,Dttmx,Dttkv,Dntvs,Detöa,Dotau,Dätoe
3511,sperr,spqrr,spqrr,sptrr,spurr,sparr,spurr
3512,Mord,Mnrd,Mhrd,Mwrd,Mörd,Merd,Murd
3513,karg,kyrg,kprg,krrg,kerg,kurg,kürg
3514,Pablo,Pnblb,Pxbly,Psblp,Päble,Poblo,Poble
3515,Zerrt,Zjrrt,Zbrrt,Znrrt,Zürrt,Zirrt,Zarrt
3516,zahm,zshm,zlhm,zfhm,zöhm,zohm,zohm
3517,probe,prxbc,prsbm,przbz,probu,prebu,prebi
3518,Rage,Rpgh,Rrgx,Rsgg,Rago,Röge,Ruga
3519,Icon,Fcwn,Rcgn,Tcvn,Ocin,Ocan,Ocan
3520,wach,whch,wbch,wmch,wech,woch,wech
3521,wirke,wnrkr,wqrkn,wkrky,warko,warkü,wirko
3522,Noble,Nmblh,Nyblm,Ngbly,Neblä,Noblo,Neblü
3523,Tarif,Tlrxf,Tsryf,Tzrxf,Türaf,Teref,Terif
3524,Pop,Pbp,Prp,Pnp,Pep,Püp,Päp
3525,Nova,Nhvy,Nbvr,Nlvw,Navu,Nava,Nuve
3526,akut,ykxt,wkwt,bkgt,okat,uket,aket
3527,muede,mqmdp,mgbdc,mftdk,maide,maadu,meedä
3528,Eimer,Gxmsr,Qdmnr,Ddmxr,Aämir,Uumor,Üamur
3529,Kaeme,Kgkmd,Kkcmh,Kmwmk,Kuäme,Keamu,Keöme
3530,Ruin,Rhwn,Rycn,Rkrn,Riön,Rien,Riin
3531,getan,gdtzn,gbtzn,gxtjn,guton,gitän,getun
3532,tut,txt,tct,tht,tet,tet,tit
3533,Zivil,Zzvpl,Zqvql,Zzvvl,Zevul,Zaval,Zavil
3534,komme,ksmmm,kqmmd,ksmmx,kimmö,kammi,kammä
3535,Haube,Hnybj,Hqkbz,Hglbf,Hoabe,Hoöbu,Huobö
3536,Tags,Tlgs,Tsgs,Tsgs,Tägs,Tigs,Tägs
3537,nebst,nybst,nbbst,ncbst,nübst,nobst,nobst
3538,Pumps,Pvmps,Plmps,Pvmps,Pamps,Pämps,Pimps
3539,Ruf,Rzf,Rtf,Rbf,Rif,Röf,Ref
3540,Blase,Blzsr,Bllsk,Blzsv,Blösi,Blesi,Blasi
3541,Nylon,Nylnn,Nylvn,Nyltn,Nylan,Nylen,Nylön
3542,Sahen,Sphgn,Sphhn,Sphhn,Sahon,Sohun,Sohin
3543,Sank,Sfnk,Swnk,Ssnk,Sonk,Sonk,Sink
3544,Steak,Strqk,Stxkk,Stqlk,Stüek,Stüak,Steok
3545,fuers,fjprs,fnbrs,fklrs,faors,fiars,fäars
3546,First,Ftrst,Fwrst,Fcrst,Furst,Farst,Ferst
3547,Total,Tptrl,Tctgl,Tdthl,Tutol,Titöl,Tötil
3548,Tori,Tcrf,Txrp,Tvrz,Tere,Teri,Tiro
3549,Fords,Fcrds,Frrds,Fzrds,Förds,Färds,Fürds
3550,rede,rndm,rbdh,rtdy,rüde,rada,rade
3551,Auf,Wwf,Wkf,Nbf,Uef,Uef,Oaf
3552,Oedem,Rpdsm,Ckdhm,Ycdnm,Aedom,Aedam,Iudom
3553,Notar,Nwtyr,Nftgr,Nxtmr,Nüter,Nutir,Nitir
3554,Hegen,Hrgzn,Hbgcn,Htgtn,Hegin,Higan,Hegan
3555,Photo,Phbtp,Phbtn,Phmtz,Phato,Phete,Phate
3556,borge,bhrgq,bprgv,byrgq,burgo,borga,bergi
3557,Kappe,Khppk,Kxppg,Kzppt,Kippa,Keppü,Kippä
3558,Areal,Rrzwl,Vrmvl,Lrjml,Iriel,Ereäl,Erual
3559,Maria,Mbrzw,Mlrxk,Mmrwy,Mareö,Mirau,Morua
3560,Seen,Sgjn,Sgbn,Strn,Seun,Söan,Soan
3561,Pfads,Pfdds,Pfyds,Pfvds,Pfeds,Pföds,Pföds
3562,guckt,ghckt,gzckt,gnckt,gackt,gackt,geckt
3563,Berts,Bvrts,Btrts,Bmrts,Burts,Borts,Borts
3564,Angst,Cngst,Xngst,Pngst,Ongst,Ungst,Engst
3565,Langt,Lcngt,Lwngt,Lhngt,Lengt,Längt,Lingt
3566,Franc,Frtnc,Frbnc,Frdnc,Frenc,Frenc,Frenc
3567,Rede,Rvdl,Rzdb,Rfdh,Rädu,Redo,Radi
3568,Koeln,Kmzln,Kwpln,Kkcln,Küäln,Küuln,Keeln
3569,Quarz,Qnqrz,Qbbrz,Qhprz,Qairz,Qaorz,Qaürz
3570,dankt,dxnkt,ddnkt,dlnkt,dinkt,dunkt,donkt
3571,Senkt,Shnkt,Synkt,Slnkt,Sönkt,Sunkt,Sänkt
3572,Zar,Zgr,Zdr,Zvr,Zär,Zär,Zör
3573,ahmt,khmt,qhmt,khmt,ehmt,ohmt,ohmt
3574,paffe,pfffr,ptffj,plffm,paffo,pöffa,piffa
3575,Ness,Nvss,Nwss,Nyss,Niss,Niss,Nöss
3576,lass,lmss,lhss,ltss,liss,luss,liss
3577,Tempo,Tqmpr,Tzmpk,Tkmpd,Tampo,Tampi,Tompe
3578,Eiern,Zxbrn,Zqwrn,Bmkrn,Uuirn,Aeern,Äairn
3579,traft,tryft,trjft,trmft,trift,trift,trift
3580,adieu,ldfvs,gdxmq,gdmvd,edeüu,aduee,idäee
3581,Nie,Nzg,Npg,Nwf,Nuo,Neo,Nii
3582,Kino,Kjnm,Kxnr,Kxnb,Künu,Kenö,Kini
3583,Abtes,Wbtjs,Mbtfs,Rbtts,Abtas,Ebtus,Äbtäs
3584,Toent,Thcnt,Twfnt,Trbnt,Toint,Taint,Taant
3585,Sehr,Srhr,Sthr,Smhr,Sahr,Sahr,Sahr
3586,Daher,Ddhbr,Dbhzr,Dwhpr,Deher,Dahür,Dohar
3587,Kilo,Kllw,Kblw,Kqlq,Kälu,Kalu,Kulö
3588,teile,tzklb,twvlx,tkjld,toula,tuuli,tuoli
3589,Hecht,Hpcht,Hbcht,Hxcht,Hicht,Hucht,Hicht
3590,Beins,Blfns,Bvlns,Btnns,Buans,Bauns,Büöns
3591,lehnt,lphnt,lphnt,lzhnt,lahnt,luhnt,luhnt
3592,Werke,Wmrkd,Wsrkf,Wbrkn,Worke,Wirku,Workö
3593,Haut,Hyxt,Hrjt,Hkwt,Hoät,Huot,Hüat
3594,Honig,Htnyg,Hhndg,Hlnzg,Honüg,Hinig,Hinäg
3595,Voran,Vzrfn,Vbrcn,Vyrnn,Veren,Vorön,Värin
3596,Frage,Frpgv,Frbgp,Frlgz,Fragi,Frigä,Frago
3597,koche,kmchy,knchg,kzcht,küche,küchu,kacha
3598,wirbt,wkrbt,wmrbt,wwrbt,worbt,worbt,warbt
3599,Fleck,Flbck,Flwck,Flwck,Flöck,Flock,Flock
3600,Humor,Htmzr,Hdmtr,Hdmmr,Hamur,Homür,Himur
3601,Leica,Lytct,Lbccf,Lbrcb,Leüca,Laoca,Löuco
3602,Krank,Krwnk,Krknk,Krsnk,Krink,Kronk,Krönk
3603,Indem,Kndqm,Tndmm,Hndgm,Indam,Ondum,Endem
3604,dicht,dncht,drcht,dvcht,docht,dacht,decht
3605,Jung,Jzng,Jtng,Jjng,Jang,Jang,Jang
3606,Tragt,Trxgt,Trwgt,Trygt,Trigt,Trugt,Trugt
3607,Papi,Prpm,Pbps,Pjpd,Pipe,Popu,Popa
3608,arg,brg,nrg,prg,urg,erg,org
3609,Feder,Fjdgr,Fgdbr,Fzdkr,Fudor,Fodir,Fädir
3610,zeig,zjwg,zzpg,zmkg,zöog,zaig,zeag
3611,Natur,Njtpr,Nhtrr,Nqtpr,Nitar,Nitär,Notur
3612,blute,blltf,blqtk,blwth,bliti,blite,blito
3613,Rumpf,Rrmpf,Rvmpf,Rqmpf,Rimpf,Rempf,Rampf
3614,Tief,Ttwf,Txff,Ttmf,Taöf,Teif,Taof
3615,Raste,Rhstp,Rssts,Rvstk,Roste,Rösti,Rustu
3616,sieh,swzh,smlh,snth,saeh,sioh,saeh
