,Word,CS_v1,CS_v2,CS_v3,PW_v1,PW_v2,PW_v3,train_test
2794,raffe,ryffk,rnffj,rpffw,riffa,roffo,ruffo,Train
2795,zunge,zhngn,ztngb,zmngp,zunga,zango,zungi,Train
2796,neid,ndnd,nwld,nyfd,nood,noud,neod,Train
2797,ehren,jhrfn,mhrfn,hhrqn,ahran,ehrin,ihron,Train
2798,luge,lkgl,lzgj,lkgb,lega,lega,ligu,Train
2799,linie,lrnbj,lsnwy,lknnf,linoe,lonaa,lanaa,Test
2800,louis,lstfs,lbnys,lnyms,liies,loous,laoos,Train
2801,helle,hsllz,hhlld,hsllv,hello,hollu,hulla,Train
2802,zieh,zxlh,zcdh,zshh,zoeh,zuah,zeah,Train
2803,quiz,qwlz,qpbz,qcjz,qiez,qouz,qauz,Train
2804,viert,vsvrt,vvtrt,vxprt,voirt,veurt,voirt,Train
2805,laos,lvcs,lrms,ljhs,leus,lais,lias,Train
2806,faule,fbflf,flqlr,fnjly,faolu,feula,fialu,Test
2807,pils,pxls,ptls,pvls,pols,pals,pols,Train
2808,tiefe,tyxff,tnzfw,tddfb,toufa,tiofa,toifi,Train
2809,karg,kbrg,krrg,kvrg,kurg,kurg,kurg,Train
2810,icon,fcrn,scln,tczn,acen,ecun,ucun,Train
2811,helfe,hklfh,htlfz,hplff,halfu,hilfi,helfa,Train
2812,seien,sgnln,sdwkn,sdrqn,sooen,seuen,suien,Train
2813,tal,tpl,txl,tbl,tul,til,tol,Train
2814,peru,pzrq,pjrs,phrb,pora,para,puro,Train
2815,film,fxlm,fflm,fmlm,falm,felm,folm,Test
2816,abbau,bbbnd,hbbyl,qbbrp,ubbao,ibboi,ubbeo,Train
2817,pose,pxsc,pxsz,pvsx,poso,pesi,pusa,Train
2818,klont,klznt,klqnt,kldnt,klant,klunt,klant,Train
2819,lenke,llnkc,lfnkt,lwnkr,lunki,lonka,lonku,Train
2820,arten,srtzn,crtxn,lrthn,orton,urtun,ertin,Train
2821,stare,stwrr,sttrl,sttrz,stura,steri,staru,Train
2822,weg,wsg,wzg,wbg,wug,wag,wag,Train
2823,slawe,slbwk,slrwd,slqwd,slowe,sliwi,slawa,Train
2824,wurde,wyrdc,wbrdc,wxrdn,wirdi,wirda,wirdu,Train
2825,russ,rpss,rvss,rkss,ress,ress,ross,Train
2826,totem,tstsm,tqtzm,tltdm,totom,titum,tatum,Train
2827,lecke,lxckq,lvckh,lcckv,locka,lecko,licke,Train
2828,pans,pxns,pvns,pgns,puns,puns,puns,Train
2829,atome,ytrmr,qtcmg,ztwmq,etama,etoma,otomi,Train
2830,zuend,znmnd,zshnd,zqqnd,zuand,zaand,zoind,Train
2831,wird,wgrd,wvrd,wjrd,wurd,wurd,werd,Train
2832,ellen,zllwn,pllwn,zllnn,ollen,ollen,ullen,Train
2833,woran,wjrkn,wyrwn,wprrn,warin,warin,wurin,Train
2834,zuckt,zyckt,zvckt,zbckt,zeckt,zockt,zackt,Train
2835,werk,wprk,wrrk,wjrk,wark,wirk,wirk,Test
2836,weder,wndcr,wvdfr,wtdzr,wudor,wadur,wedur,Train
2837,forme,fhrmz,fcrmj,fwrmz,formi,firmi,farmi,Test
2838,alarm,nlbrm,klsrm,jlbrm,olarm,ilarm,elirm,Test
2839,pelze,pllzw,pclzw,pklzd,pelzu,pilzi,palze,Train
2840,ragte,rsgtz,rlgtv,rwgtq,rugti,rigti,rigte,Train
2841,kess,kpss,kpss,kwss,kass,koss,kass,Train
2842,leier,ldtkr,lrmsr,lqfmr,lueer,loiar,loaur,Train
2843,tappe,typpg,tfppf,tkppz,toppi,tuppe,teppu,Train
2844,heiss,hrvss,hbcss,hdfss,huiss,heuss,haiss,Train
2845,heute,hqvts,hbxts,hgxtr,hautu,heutu,hiutu,Train
2846,halme,hblmz,hmlmz,hvlmc,hulmi,helma,holme,Train
2847,zugab,zzgqb,zlgdb,zpgfb,zigib,zigeb,zogeb,Train
2848,fick,fwck,fhck,frck,fack,fuck,feck,Train
2849,karo,kmrg,kzrv,ksrz,kuru,kuri,kuro,Train
2850,garde,gmrdl,gcrdh,gprds,gurdo,gardo,gurdu,Train
2851,furt,fsrt,fkrt,fxrt,firt,firt,fart,Train
2852,sahn,sthn,sghn,shhn,sihn,sihn,sihn,Train
2853,blind,blknd,blknd,blfnd,bland,blend,blend,Train
2854,rinnt,rgnnt,rcnnt,rdnnt,rannt,rannt,ronnt,Train
2855,kioto,kqstb,knhtk,kbwtm,keoti,kuati,kauti,Test
2856,karin,khrln,kmrgn,ksrrn,kurun,kuron,kiron,Test
2857,kleid,kllpd,klydd,klrld,klaed,klood,klued,Train
2858,kai,kcr,kny,ksm,kei,kue,kua,Train
2859,check,chzck,chmck,chgck,chack,chock,chock,Train
2860,falke,fvlkj,fqlkk,frlkc,felka,filki,filka,Train
2861,tilge,tmlgf,ttlgp,trlgq,telgo,tulge,telga,Train
2862,baby,bxby,bhby,bmby,boby,biby,buby,Train
2863,feuer,fhnyr,fstpr,fchxr,faeur,fuoer,faoar,Train
2864,munde,mdndf,mgndm,mlndp,minda,mindu,menda,Train
2865,herr,hdrr,hfrr,hfrr,harr,harr,hurr,Test
2866,grete,grmth,grltf,grttq,griti,gratu,grota,Test
2867,laedt,lcbdt,lppdt,lwkdt,loedt,laodt,liudt,Train
2868,horch,hsrch,hzrch,hmrch,herch,hurch,herch,Train
2869,roten,rmtnn,rzttn,rxtrn,reten,ruton,rotin,Train
2870,macht,mkcht,mjcht,mccht,mucht,mecht,mecht,Train
2871,lasen,lxscn,lrsbn,ljsvn,lusan,lison,lesan,Train
2872,linux,lcnwx,lcncx,ljnqx,lonex,linex,lenex,Train
2873,kader,kmdvr,kcdkr,kvdsr,kador,kedar,kider,Train
2874,papa,phpy,pyps,pvpz,papu,pipe,papu,Test
2875,minen,mrncn,mpnxn,mxnnn,munan,manen,manon,Train
2876,oper,tpnr,npwr,cpfr,uper,epir,epar,Train
2877,birgt,bkrgt,bfrgt,bbrgt,bergt,bergt,bergt,Train
2878,pass,pxss,pjss,pvss,puss,puss,puss,Train
2879,texte,tyxtd,twxtr,tyxtt,tixto,taxta,taxtu,Test
2880,armee,crmhd,trmvg,nrmbp,urmou,urmou,armie,Train
2881,wisse,wgssg,wmssw,wtssf,wissa,wassu,wossi,Test
2882,faxen,ftxmn,fkxnn,fyxvn,faxun,faxon,fuxon,Test
2883,ehrst,zhrst,zhrst,thrst,ahrst,uhrst,ohrst,Test
2884,frau,frks,frtc,frwz,friu,fria,free,Train
2885,fand,fdnd,ffnd,fvnd,find,fend,fend,Train
2886,galt,gqlt,gllt,gllt,golt,golt,gult,Test
2887,kahl,kwhl,knhl,kghl,kihl,kehl,kihl,Train
2888,devot,dtvrt,dfvbt,dkvgt,davet,dovat,dovit,Train
2889,formt,fqrmt,fwrmt,fdrmt,farmt,farmt,farmt,Test
2890,affig,mffdg,yffdg,cffgg,effug,affeg,uffog,Train
2891,polis,pnlws,pvlns,pmlss,palas,pulis,pilos,Train
2892,pinie,ptnjx,pfnbz,pvnpj,punuo,puniu,penia,Train
2893,opus,wpcs,xpys,bpls,epas,upos,upas,Train
2894,dorfs,dfrfs,dzrfs,dqrfs,durfs,durfs,durfs,Test
2895,bebt,bqbt,bjbt,bxbt,bobt,bobt,bubt,Train
2896,oden,jdhn,hdqn,zdgn,edun,adin,uden,Train
2897,moege,mzqgz,mzdgr,mldgr,muoge,meigu,maagi,Train
2898,kerns,kmrns,knrns,kprns,kirns,kirns,kurns,Test
2899,golds,gxlds,gclds,gxlds,gulds,gelds,gelds,Train
2900,ritts,rwtts,rjtts,rbtts,ratts,retts,ratts,Train
2901,alias,hlbds,llnxs,dlwms,iloas,aluus,ileis,Test
2902,regt,rjgt,rsgt,rzgt,rugt,rugt,rogt,Train
2903,koch,kqch,kjch,kych,kech,kech,kuch,Train
2904,drang,drdng,drtng,drsng,dreng,drong,dring,Test
2905,delle,dlllc,dvlls,ddllk,dolle,dolle,dollu,Train
2906,suez,sxjz,swdz,sttz,sioz,siez,sauz,Test
2907,evtl,nvtl,kvtl,kvtl,uvtl,avtl,ivtl,Train
2908,codes,cydds,csdds,cpdds,cadus,cedes,cudos,Test
2909,hirns,hjrns,hxrns,hdrns,herns,hurns,harns,Train
2910,boomt,bqymt,bwxmt,bkzmt,beemt,beamt,baamt,Test
2911,duden,dkdxn,dndxn,dldjn,dedin,dudin,dudon,Train
2912,feier,fthvr,fsrgr,fqlzr,foeer,fauor,feuir,Train
2913,beere,bclrm,bljrf,bycrp,beare,boure,beero,Test
2914,rotes,rztws,rstks,rrtrs,retis,retos,rutas,Train
2915,kurve,kprvn,kfrvw,kfrvn,kirvo,kerva,kurvo,Train
2916,russe,rkssy,rwssr,rpssv,rissa,rissa,risso,Train
2917,logis,ltgrs,lxgds,lxgks,lagas,ligas,legas,Train
2918,walen,wxlxn,wflcn,wslcn,walin,welon,walun,Test
2919,info,fnfc,wnfq,ynfm,anfo,infi,enfi,Test
2920,kegel,knggl,kbgkl,kggtl,kagil,kogil,kigil,Train
2921,achte,dchtq,rchtv,schtk,ochti,ichte,achtu,Train
2922,lieb,lnxb,lqqb,lpbb,loeb,liab,leub,Train
2923,party,pzrty,pcrty,pkrty,pirty,purty,porty,Train
2924,zaehl,zfjhl,zzvhl,zhhhl,zaohl,ziahl,zuehl,Train
2925,intel,lntfl,sntfl,lntxl,untul,entil,intul,Train
2926,rommé,rpmmé,rmmmé,rrmmé,rummé,rummé,remmé,Test
2927,bugs,bhgs,bvgs,bfgs,bigs,bags,bags,Train
2928,auges,gbgns,nfgms,yvgws,iiges,iogus,uegis,Train
2929,duerr,dvhrr,dwvrr,dlmrr,daurr,diarr,dourr,Train
2930,raren,rdrpn,rkryn,rtrkn,roren,riron,ruron,Train
2931,musik,mmsxk,msszk,mdsyk,mosik,mesok,musak,Train
2932,bowle,bdwlx,bcwlw,bbwly,biwla,bewlu,buwla,Train
2933,bai,bbd,bdr,bvv,boo,bii,bua,Train
2934,klaue,klfyj,klnjl,klsyg,kloiu,kleui,kleii,Train
2935,inkl,pnkl,rnkl,jnkl,unkl,ankl,onkl,Test
2936,ader,sddr,ndjr,ydhr,idor,udor,idir,Train
2937,glatt,glmtt,glctt,glwtt,glutt,glett,glott,Train
2938,trupp,trbpp,trhpp,trdpp,trapp,trapp,trapp,Train
2939,tipps,tkpps,thpps,tdpps,tapps,tepps,topps,Train
2940,krumm,krjmm,krlmm,krbmm,kromm,kramm,krimm,Train
2941,norm,nrrm,nkrm,nxrm,nirm,nerm,nurm,Train
2942,zofe,zxfm,zbfb,zkfn,zufu,zefa,zafo,Train
2943,stopp,stgpp,stjpp,stvpp,stipp,stipp,stipp,Train
2944,puffs,pcffs,pkffs,pkffs,poffs,peffs,paffs,Train
2945,reh,ryh,rch,rfh,rih,rih,rah,Train
2946,texas,txxgs,tvxxs,tbxts,tixes,toxas,toxes,Train
2947,saht,scht,sxht,sght,siht,soht,suht,Train
2948,riga,rvgz,rfgn,rxgd,rigi,rugi,rugo,Train
2949,hupen,hqpln,hjpxn,hypzn,hupin,hopun,hupon,Train
2950,weh,wmh,wch,wph,wah,wah,wah,Train
2951,raste,rssty,rbstf,rjstc,rusto,rosta,rosti,Train
2952,betel,bntql,bhtql,bgtxl,bitol,butul,butol,Train
2953,rum,rqm,rhm,rjm,rim,ram,rem,Train
2954,gold,gmld,gbld,gbld,gild,gald,gald,Train
2955,nazi,nszv,nyzb,nrzq,naze,nuzi,nuze,Train
2956,gage,gcgp,gkgt,gmgs,giga,goga,gegu,Train
2957,fegen,fjghn,fwgln,fzgyn,fogin,fegun,fagun,Train
2958,kali,kdlz,kylm,kgll,kela,kalu,kalo,Train
2959,zoomt,zgdmt,zxdmt,zcfmt,zoemt,zuimt,ziomt,Test
2960,hang,hwng,hdng,hkng,heng,hong,hong,Test
2961,neun,nhhn,nyfn,nhsn,nuon,nion,naun,Train
2962,sohle,swhll,sthlq,sghlj,sehlo,suhlo,sahla,Test
2963,glitt,glvtt,glntt,glbtt,glett,glott,glett,Train
2964,damit,dqmqt,dcmct,dtmrt,dumat,damot,demit,Train
2965,eimer,trmtr,yfmjr,jjmsr,aamir,aemur,oemar,Test
2966,zopf,zdpf,zypf,zwpf,guedo,peche,arnto,Train
2967,nov,nbv,nbv,nhv,nuv,nuv,nav,Test
2968,intim,bntwm,nntym,xntfm,untom,untom,untim,Train
2969,kratz,krttz,krdtz,krrtz,kretz,kritz,kritz,Train
2970,trans,trhns,trpns,trrns,trens,trons,trons,Train
2971,herb,hxrb,hvrb,hhrb,hurb,hurb,harb,Train
2972,weile,wrrlc,wpwlm,wrfll,wuila,waela,wailu,Test
2973,brief,brlbf,brjqf,brrlf,brauf,broef,braif,Test
2974,sippe,shppy,sdppm,sdppz,sippa,sappa,soppe,Train
2975,fix,flx,fpx,fzx,fux,fex,fux,Train
2976,viel,vdsl,vnhl,vrnl,vuel,viil,vaal,Train
2977,marys,mvrys,mrrys,msrys,morys,morys,mirys,Train
2978,reis,ryrs,rzys,rrcs,ruus,roas,reos,Train
2979,enorm,hnjrm,cnwrm,lnzrm,unorm,enerm,inerm,Train
2980,wetzt,wwtzt,wbtzt,wntzt,wutzt,wutzt,witzt,Train
2981,hure,hnrz,hqrj,hfrf,horu,hura,hiro,Train
2982,kork,kdrk,kvrk,kwrk,kark,kerk,kerk,Train
2983,elf,nlf,mlf,glf,ulf,ulf,ilf,Test
2984,olga,llgn,xlgs,vlgz,elgi,algi,olge,Train
2985,nils,nfls,njls,nvls,nals,nols,nels,Test
2986,ziege,zydgc,zphgj,zmygd,zuuga,zoige,zuegu,Train
2987,henne,hwnnp,hjnnc,hsnnl,hunnu,henno,hennu,Train
2988,filmt,ftlmt,fklmt,fwlmt,falmt,falmt,falmt,Train
2989,tode,tvdt,tsdz,tddw,tidu,tidu,teda,Test
2990,arndt,crndt,rrndt,rrndt,erndt,orndt,irndt,Train
2991,soda,sqdw,skdf,shdr,sido,sedu,sadi,Train
2992,hiess,hfzss,hjqss,hqrss,huoss,heass,hioss,Train
2993,wovor,whvfr,wjvwr,wvvrr,wiver,wavir,wuvur,Train
2994,klima,klfmd,klmmk,klymy,klome,klami,klumo,Train
2995,rufst,rbfst,rcfst,rrfst,rofst,rifst,rafst,Train
2996,amok,nmxk,hmdk,smxk,emik,umak,amek,Train
2997,bote,bstp,bptw,bztg,bite,buti,biti,Train
2998,spiet,sphxt,spcjt,sprst,spait,spuot,spiut,Train
2999,bord,bnrd,bzrd,bdrd,burd,bird,bard,Train
3000,lift,lhft,lhft,lcft,loft,laft,loft,Train
3001,bog,brg,bcg,bvg,beg,big,bag,Test
3002,jener,jbnxr,jnnvr,jcnvr,jonar,jenar,junur,Train
3003,erwog,nrwgg,crwkg,mrwhg,urwag,erwag,arwag,Train
3004,reben,rtbkn,rhbvn,rfbjn,ribin,riban,rebun,Train
3005,sitze,sltzk,sdtzf,sztzp,setzi,sitzu,setza,Train
3006,koepf,kympf,ktvpf,kvrpf,koipf,keopf,kuapf,Train
3007,hirne,hfrnn,hqrnf,hnrnk,herne,hirni,harnu,Train
3008,kesse,kpssf,ksssj,kbssz,kessi,kussa,kisse,Train
3009,ziere,zpnrf,zhhrd,znprp,zoeri,zeora,zoara,Train
3010,gaeb,gplb,gnxb,gvfb,giab,gaib,geub,Train
3011,mopp,mvpp,mmpp,mxpp,mapp,mepp,mepp,Train
3012,hais,hpms,hqds,hvms,hios,huos,hios,Test
3013,osten,xstln,hstkn,sstvn,iston,oston,asten,Train
3014,segel,sfgyl,szgzl,shghl,sagol,sagul,sugel,Train
3015,spie,sppg,sprb,spmx,spue,spuo,spoo,Train
3016,speck,spxck,spjck,spdck,spock,spock,spock,Test
3017,sauna,svcnn,spynh,sbhnr,saenu,sauni,soano,Train
3018,helms,hblms,hxlms,hklms,hilms,halms,hilms,Train
3019,recht,rwcht,rwcht,rxcht,richt,rucht,racht,Test
3020,ohio,zhqb,phxx,lhxb,uhie,ehii,ehuu,Train
3021,folgt,fblgt,fjlgt,frlgt,filgt,felgt,fulgt,Train
3022,webe,wcbm,wxbv,wkbr,wiba,waba,wiba,Train
3023,langt,lhngt,lcngt,lpngt,longt,longt,longt,Train
3024,ahnt,yhnt,fhnt,whnt,ihnt,ehnt,ihnt,Train
3025,circa,cyrct,csrcy,cmrct,carce,corca,corco,Train
3026,gaebe,grqbz,gygbb,gjdbp,gaabo,gaubo,geobe,Train
3027,urnen,srndn,zrntn,hrnrn,urnun,arnan,urnon,Train
3028,pro,prx,prb,prd,pre,pra,pra,Train
3029,bisse,btssr,bjssj,bvssh,bessi,bossi,bessa,Train
3030,hakst,hkkst,hvkst,hpkst,hekst,hikst,hukst,Train
3031,fotos,fstrs,fftws,fntms,fotus,fatas,fatos,Train
3032,muede,myzdl,mrddb,mvddt,muodo,miedi,muodi,Train
3033,fatal,fpttl,fmtkl,fptbl,fotil,futol,fital,Train
3034,spots,spbts,sptts,sprts,spets,sputs,spets,Train
3035,klar,klxr,klzr,kltr,kler,klor,kler,Train
3036,seide,shvdw,sbzdb,spkdm,suedo,suudi,saodo,Train
3037,wusch,wssch,wfsch,wksch,wasch,wesch,wesch,Test
3038,willy,wclly,wnlly,wxlly,wully,welly,welly,Train
3039,trane,trdnv,trjnk,trvnh,trenu,trana,trono,Train
3040,sasst,shsst,sdsst,shsst,sisst,sisst,sisst,Train
3041,weiht,wbnht,wgzht,wymht,woeht,wuaht,wuoht,Train
3042,jeans,jsbns,jczns,jfmns,jains,jiens,juins,Test
3043,zahlt,zlhlt,zghlt,zfhlt,zehlt,zohlt,zihlt,Train
3044,bockt,bqckt,bkckt,bfckt,beckt,buckt,bickt,Train
3045,hocke,hlckc,hyckj,hkckg,hocko,hocko,hecki,Train
3046,immun,lmmvn,hmmln,gmmcn,immin,immen,ommon,Train
3047,grell,grwll,grpll,grxll,messa,kefki,rottu,Train
3048,serbe,sfrbt,sqrbj,sqrbg,surbu,sirbe,sarbu,Train
3049,altes,cltps,dltjs,xltzs,eltos,eltis,ultas,Train
3050,tran,tryn,tryn,trkn,trin,trun,tren,Train
3051,endes,nndys,zndns,vndcs,andas,undas,indos,Train
3052,tuch,tych,tgch,tsch,tach,tich,tach,Train
3053,delhi,dllhn,dxlhw,djlhb,dilhu,dolhe,delha,Train
3054,kaufe,kjbfc,kqhfs,ksnfy,kaofa,koifo,keafe,Train
3055,china,chxnx,chpnw,chlnr,chene,chona,chano,Train
3056,hacke,hdckm,hmckf,hfckc,hacku,hocki,hocku,Train
3057,blaue,blhsj,blgsy,blwcf,bloua,bleie,blaae,Train
3058,thron,thrln,thrln,thrvn,thran,thrun,thrin,Train
3059,hurt,hprt,hsrt,hcrt,siua,rung,irtut,Train
3060,parks,pmrks,pwrks,pqrks,pirks,perks,porks,Train
3061,acker,wckfr,kckwr,bckzr,ackur,uckor,eckur,Train
3062,vista,vfstn,vwstv,vlstt,vostu,vistu,vestu,Test
3063,saegt,svngt,sgpgt,sqsgt,soagt,siigt,seagt,Train
3064,beste,bhstr,bqstr,bzstd,basta,besta,buste,Train
3065,plage,plrgf,plpgr,plzgk,pligu,ploga,plegi,Train
3066,engl,qngl,fngl,kngl,angl,ingl,ungl,Train
3067,blogs,blcgs,blsgs,bljgs,blegs,blags,blags,Test
3068,kulte,khltg,kmltr,kcltt,kolte,kiltu,kelti,Train
3069,summe,svmmm,ssmmg,sgmmw,sommi,simma,semme,Test
3070,typus,typrs,typks,typqs,typos,typis,typis,Train
3071,taler,trlcr,tllpr,tplgr,tuler,tulur,tolur,Train
3072,hunds,hdnds,htnds,hmnds,hands,hands,hinds,Train
3073,dock,dyck,dvck,dyck,dack,dack,dack,Test
3074,krieg,krbgg,krcpg,krvvg,kraag,kreeg,kroug,Train
3075,sushi,syshx,spshy,sfshm,seshi,sasha,seshi,Train
3076,mainz,mzvnz,mfgnz,mbqnz,meonz,moenz,meanz,Test
3077,not,nmt,ngt,nnt,nit,nit,nit,Train
3078,docht,dmcht,dqcht,dvcht,ducht,decht,ducht,Test
3079,edlem,kdlzm,ddlsm,xdlpm,odlem,edlam,udlum,Train
3080,dosis,dtsys,dmsws,dzsfs,dasis,dusus,dasos,Train
3081,orte,mrtv,yrtv,brtn,urtu,orta,erto,Train
3082,freud,frymd,frctd,frqwd,fruud,frood,fread,Train
3083,salon,sglzn,sqlnn,svljn,selen,solen,silin,Train
3084,opfre,qpfrz,dpfrd,jpfrz,epfre,upfre,upfro,Train
3085,ade,jdq,gdr,xdh,udi,uda,uda,Train
3086,zunft,zpnft,zsnft,zgnft,zonft,zenft,zinft,Train
3087,fritz,frmtz,frbtz,frdtz,frotz,fratz,frutz,Test
3088,zogen,zygvn,zxgcn,zsgqn,zogan,zogan,zegen,Test
3089,sage,sjgw,sbgg,sfgd,sagi,sugu,sugo,Train
3090,rare,rwrq,rdry,rcrr,rore,riri,rure,Train
3091,mick,mhck,mvck,mlck,meck,mack,mack,Test
3092,kauft,kdtft,kwjft,kytft,keeft,kuift,keift,Train
3093,heult,hjqlt,hwmlt,hfplt,heolt,hiilt,huult,Train
3094,weins,wzvns,wxqns,wkjns,wuins,wuans,wions,Train
3095,hilf,hglf,hxlf,hclf,holf,helf,holf,Train
3096,schar,schdr,schyr,schdr,odilt,werd,zeimu,Train
3097,antik,pntlk,hntmk,dntrk,antek,entek,ontik,Test
3098,batet,bbtzt,bltyt,bmtvt,betut,butit,butet,Train
3099,tango,tpngq,tlngv,tbngz,tungo,tinge,tengi,Train
3100,garn,gvrn,gwrn,glrn,girn,gorn,gorn,Train
3101,dirks,dhrks,dyrks,dyrks,derks,darks,derks,Train
3102,kinds,khnds,kknds,kbnds,kunds,konds,kunds,Train
3103,apple,pppls,hpplk,wpplq,ippla,eppla,ipple,Train
3104,barg,bgrg,bhrg,bhrg,mex,tuni,kepf,Train
3105,maya,mdyf,mmyr,mfyk,mayo,meya,moye,Train
3106,chat,chvt,chgt,chwt,chut,chit,chet,Train
3107,nicht,nycht,nlcht,ntcht,nucht,necht,nocht,Test
3108,meile,mszlt,mpyld,mgylj,miali,mualo,muole,Train
3109,saugt,szygt,sbmgt,sjlgt,soogt,sougt,sougt,Train
3110,such,ssch,stch,slch,sech,sech,sach,Train
3111,locke,lnckd,lhckq,lwckq,licko,lecki,lucku,Test
3112,waten,wttsn,wjtzn,wttln,wutan,woton,watun,Train
3113,lader,ltdvr,lydgr,lrdcr,lodar,ludir,ludir,Train
3114,softe,stftc,sdftq,shftd,safti,softi,sefti,Train
3115,boa,bbx,bcx,bjl,bua,bia,baa,Train
3116,abs,jbs,cbs,sbs,obs,ubs,ibs,Test
3117,ahnen,nhnwn,jhnqn,jhndn,uhnun,ihnin,ahnon,Train
3118,allem,mlltm,blldm,nllpm,ollem,illem,allom,Train
3119,kerne,kfrnf,kprnf,kprnr,kurni,kirna,karni,Train
3120,edler,rdlkr,qdlrr,fdlrr,edlor,udlor,odlor,Test
3121,ihn,lhn,chn,rhn,uhn,ohn,ohn,Train
3122,steak,stddk,sttxk,stntk,stauk,staik,stiok,Train
3123,gorki,gvrkr,gfrkv,gxrkn,garka,gurko,girko,Train
3124,tone,tynd,tgnv,tfnx,tona,tanu,tanu,Train
3125,sitz,shtz,sbtz,sntz,sutz,setz,setz,Test
3126,spann,spnnn,spxnn,sptnn,spenn,spinn,spunn,Train
3127,kater,kntjr,kwtvr,kxtbr,ketar,kutar,kuter,Test
3128,poet,pndt,pwwt,pzdt,poot,piit,piot,Train
3129,neben,nnbvn,nqbgn,ncbqn,nibon,nabin,nebon,Test
3130,lugt,lbgt,ltgt,lbgt,ligt,logt,ligt,Test
3131,picke,psckd,pnckj,pcckq,pucko,pucke,pucka,Train
3132,these,thxsh,thmsy,thbsy,thusi,thisa,thesi,Train
3133,feste,fksts,flstb,fmstd,fista,fusta,fasti,Test
3134,mekka,mjkkb,mtkks,mqkkq,mokke,mikke,mokke,Test
3135,bill,bvll,bxll,bjll,bell,bell,boll,Train
3136,ratte,rrttn,ryttv,rgttl,rotta,rutte,retta,Train
3137,bleis,blwhs,blpbs,blzzs,blees,blaus,bluis,Train
3138,boete,bbjtl,bkxty,bhstl,boeti,baeta,baetu,Train
3139,fast,fcst,fnst,fqst,fust,fost,fist,Train
3140,jims,jmms,jgms,jjms,jems,jams,jams,Test
3141,mauer,mgyxr,mkrqr,mbznr,meoir,moior,muuer,Train
3142,greis,grcys,grfgs,grmxs,gries,griis,greas,Train
3143,eich,mnch,vhch,jfch,aoch,iich,iuch,Train
3144,hund,hlnd,hznd,hhnd,hend,hend,hond,Train
3145,adria,mdrsg,sdrsg,hdrfk,udrau,odria,idroo,Test
3146,locht,lncht,lhcht,lbcht,kroma,fixa,klift,Test
3147,erde,frdl,hrdh,prdp,urde,ardi,ordu,Train
3148,welke,wplkk,wclkk,wblkc,wolku,wulka,wolka,Test
3149,rolli,ryllq,rbllr,rgllj,rolla,rulla,rallo,Test
3150,suite,sxsth,smrtl,svqtw,sietu,suita,sauti,Test
3151,ulan,ylbn,glbn,jldn,ulun,alun,alin,Test
3152,noete,nbttg,nnmtp,nvvtp,niite,neate,naitu,Test
3153,kot,klt,kwt,kyt,kut,kat,kut,Train
3154,laube,lxcbm,lctbv,lmpbb,laaba,leube,luabi,Train
3155,wache,wqchs,wgchn,wnchl,wocho,wachi,wicha,Test
3156,mali,mblj,mblt,mnlw,molo,malu,mela,Train
3157,tunkt,tcnkt,tfnkt,tvnkt,tonkt,tonkt,tenkt,Train
3158,sengt,skngt,ssngt,sqngt,songt,sungt,songt,Train
3159,pfahl,pfmhl,pfhhl,pfmhl,pfohl,pfohl,pfehl,Train
3160,buch,bvch,bhch,bcch,bech,bich,bech,Train
3161,ekeln,ckpln,hkcln,jkxln,okaln,akeln,ukuln,Train
3162,ruhms,rwhms,rnhms,rkhms,rahms,rihms,rohms,Train
3163,saat,sprt,spst,sqht,soat,siut,siot,Train
3164,hisst,hysst,hksst,hcsst,hosst,husst,hosst,Train
3165,ingo,yngp,lngk,pngj,engi,unge,ongu,Test
3166,knauf,knymf,knkwf,knqvf,knaof,kniaf,knoaf,Train
3167,zeig,zgbg,zsbg,zrgg,zuag,zaig,ziog,Test
3168,ernst,prnst,rrnst,vrnst,arnst,arnst,ornst,Train
3169,ende,qndq,sndk,yndc,undu,ondi,andi,Train
3170,kauf,klsf,kxtf,knjf,kuuf,kaef,kuof,Train
3171,haydn,hqydn,htydn,hwydn,huydn,hiydn,hiydn,Train
3172,ruhr,rqhr,rthr,rshr,rahr,rahr,rahr,Test
3173,muse,mcsv,mdsf,mvsr,misa,mesu,musu,Train
3174,einer,qjndr,wmnmr,hbnqr,aenir,eanur,eanir,Test
3175,arier,brgwr,grmdr,frnbr,aruer,uruar,oreor,Train
3176,rette,rxttg,ryttw,rtttt,rotti,rittu,ratto,Test
3177,bloss,bltss,blwss,blwss,bless,bliss,bless,Train
3178,fazit,ftzct,fbzlt,fgzyt,fozot,fizut,fizat,Train
3179,reiz,rqxz,rbmz,rhzz,reez,ruaz,ruiz,Train
3180,spore,spwrz,sphrv,spprn,spiro,spure,spara,Train
3181,pfund,pfknd,pfrnd,pfdnd,pfond,pfond,pfond,Train
3182,odem,tdkm,cdkm,ndgm,udim,idom,udem,Test
3183,famos,fjmqs,fqmvs,fqmys,femas,fomes,fumus,Train
3184,armes,xrmls,brmds,yrmts,ormos,ermos,urmis,Test
3185,word,whrd,wlrd,wprd,fexti,annu,titet,Train
3186,beas,blls,bgns,bdzs,buus,bues,biis,Train
3187,lahmt,lnhmt,lnhmt,lbhmt,lehmt,lihmt,lehmt,Train
3188,boys,bkys,bnys,bxys,beys,beys,bays,Train
3189,beta,bgtx,bytf,bytt,bata,bato,botu,Train
