;String;cond;t_t;
494;raus;Word;Test;4
495;paar;Word;Test;4
496;klar;Word;Train;61
497;Lass;Word;Train;51
498;sagt;Word;Train;48
499;Welt;Word;Train;43
500;Leid;Word;Train;35
501;ohne;Word;Train;35
502;dort;Word;Train;44
503;Hoer;Word;Train;46
504;Bist;Word;Train;92
505;Haus;Word;Train;71
506;okay;Word;Train;94
507;rein;Word;Train;46
508;Weil;Word;Train;63
509;Fuer;Word;Test;0
510;Herr;Word;Train;63
511;Jack;Word;Test;4
512;Ihre;Word;Train;43
513;Mach;Word;Train;40
514;komm;Word;Train;40
515;Sohn;Word;Train;27
516;seit;Word;Train;76
517;drei;Word;Train;27
518;habt;Word;Train;54
519;Oder;Word;Test;6
520;Kopf;Word;Train;53
521;Baby;Word;Train;34
522;Dich;Word;Train;74
523;Sind;Word;Test;20
524;erst;Word;Train;100
525;seid;Word;Train;100
526;Kann;Word;Train;97
527;Kind;Word;Train;82
528;beim;Word;Train;93
529;Ende;Word;Train;67
530;wahr;Word;Test;16
531;Alle;Word;Test;4
532;Doch;Word;Test;20
533;dazu;Word;Train;46
534;Dank;Word;Train;73
535;gute;Word;Train;26
536;Dein;Word;Train;75
537;Auto;Word;Train;78
538;sage;Word;Train;48
539;gehe;Word;Train;88
540;sehe;Word;Test;7
541;gern;Word;Train;32
542;Halt;Word;Train;31
543;Fall;Word;Train;43
544;Film;Word;Train;90
545;weit;Word;Train;80
546;mach;Word;Train;69
547;drin;Word;Train;91
548;Name;Word;Train;37
549;Tuer;Word;Train;88
550;Noch;Word;Test;10
551;dran;Word;Train;50
552;Sieh;Word;Train;52
553;Kein;Word;Test;10
554;John;Word;Train;55
555;Kerl;Word;Train;71
556;toll;Word;Train;69
557;bald;Word;Train;79
558;Sehr;Word;Train;88
559;Hand;Word;Test;14
560;darf;Word;Train;66
561;Euch;Word;Train;54
562;Idee;Word;Train;75
563;lang;Word;Train;70
564;Land;Word;Train;52
565;lass;Word;Train;39
566;egal;Word;Train;45
567;Gute;Word;Test;14
568;etwa;Word;Test;3
569;Ganz;Word;Test;1
570;Ruhe;Word;Train;42
571;echt;Word;Train;84
572;ging;Word;Train;22
573;Jahr;Word;Test;11
574;fast;Word;Train;72
575;neue;Word;Train;57
576;kurz;Word;Train;87
577;Nach;Word;Test;14
578;oben;Word;Test;11
579;Mama;Word;Train;73
580;eben;Word;Train;98
581;hoch;Word;Train;70
582;Tage;Word;Test;0
583;Teil;Word;Train;66
584;Wann;Word;Train;93
585;Wort;Word;Train;68
586;eins;Word;Train;44
587;nett;Word;Train;47
588;Geht;Word;Train;28
589;Ding;Word;Train;78
590;Nimm;Word;Test;14
591;Herz;Word;Train;44
592;Soll;Word;Train;30
593;tust;Word;Test;7
594;Miss;Word;Train;60
595;Auch;Word;Train;91
596;Blut;Word;Train;86
597;Bett;Word;Test;12
598;eure;Word;Test;6
599;Plan;Word;Train;96
600;Klar;Word;Train;21
601;hoer;Word;Test;6
602;frei;Word;Train;55
603;fest;Word;Train;87
604;Denn;Word;Train;22
605;Zwei;Word;Train;79
606;Papa;Word;Train;33
607;vier;Word;Train;26
608;Dass;Word;Train;75
609;Darf;Word;Test;7
610;wann;Word;Train;45
611;zwar;Word;Train;42
612;gebe;Word;Test;1
613;Hund;Word;Test;17
614;alte;Word;Train;33
615;Luft;Word;Train;70
616;Erde;Word;Test;4
617;Seit;Word;Train;38
618;kaum;Word;Train;28
619;voll;Word;Train;88
620;Wahl;Word;Test;7
621;Boss;Word;Test;5
622;Buch;Word;Train;56
623;Sein;Word;Train;47
624;fand;Word;Train;77
625;Pass;Word;Test;18
626;froh;Word;Test;0
627;Viel;Word;Test;0
628;Arzt;Word;Train;47
629;jede;Word;Train;78
630;Ohne;Word;Train;92
631;Rest;Word;Train;48
632;Team;Word;Train;36
633;Mist;Word;Test;16
634;lebt;Word;Train;30
635;dies;Word;Test;18
636;Zeug;Word;Train;72
637;Mund;Word;Train;85
638;Seht;Word;Train;44
639;Habt;Word;Train;77
640;hart;Word;Train;45
641;Bild;Word;Train;58
642;Dies;Word;Test;4
643;Eure;Word;Test;6
644;zehn;Word;Train;86
645;Sinn;Word;Train;74
646;Eins;Word;Train;89
647;halt;Word;Train;65
648;Bill;Word;Train;62
649;rede;Word;Train;46
650;Raus;Word;Train;61
651;Habe;Word;Test;8
652;Gibt;Word;Test;14
653;York;Word;Test;14
654;Auge;Word;Train;83
655;cool;Word;Test;2
656;Dort;Word;Train;91
657;Mehr;Word;Train;99
658;Ziel;Word;Train;71
659;Raum;Word;Train;41
660;dumm;Word;Test;8
661;eher;Word;Train;26
662;aufs;Word;Train;70
663;Wird;Word;Train;78
664;Euer;Word;Test;20
665;wert;Word;Train;26
666;Witz;Word;Train;72
667;Bier;Word;Train;36
668;Drei;Word;Train;91
669;Egal;Word;Train;34
670;Seid;Word;Test;7
671;Lage;Word;Train;70
672;rufe;Word;Train;54
673;kalt;Word;Train;59
674;euer;Word;Train;58
675;hole;Word;Train;56
676;sieh;Word;Train;48
677;Mich;Word;Train;91
678;nimm;Word;Train;91
679;Nase;Word;Train;54
680;Dame;Word;Train;57
681;Bart;Word;Train;62
682;Alex;Word;Train;97
683;fort;Word;Train;25
684;nahm;Word;Train;97
685;Will;Word;Train;70
686;Chef;Word;Test;12
687;Paul;Word;Train;60
688;Boot;Word;Train;72
689;Ehre;Word;Train;72
690;Denk;Word;Test;16
691;Mord;Word;Train;48
692;Toll;Word;Train;55
693;Rede;Word;Train;85
694;Maul;Word;Test;20
695;Muss;Word;Train;41
696;Band;Word;Test;11
697;Bord;Word;Train;49
698;Erst;Word;Train;57
699;acht;Word;Train;94
700;Lauf;Word;Train;82
701;Show;Word;Train;50
702;tief;Word;Train;66
703;Foto;Word;Train;50
704;Fuss;Word;Train;98
705;ewig;Word;Test;19
706;Hals;Word;Train;100
707;Bank;Word;Train;91
708;Lied;Word;Train;23
709;Lust;Word;Train;21
710;jung;Word;Train;92
711;Ball;Word;Train;67
712;wach;Word;Test;4
713;nahe;Word;Test;16
714;laut;Word;Train;41
715;Lisa;Word;Train;28
716;Wozu;Word;Test;18
717;Zieh;Word;Test;18
718;Park;Word;Test;13
719;Volk;Word;Train;70
720;lebe;Word;Train;45
721;Spur;Word;Test;16
722;Hilf;Word;Train;45
723;Gold;Word;Train;33
724;lieb;Word;Train;32
725;Loch;Word;Train;44
726;Zeig;Word;Train;79
727;Haut;Word;Train;45
728;Wind;Word;Train;70
729;Bein;Word;Train;54
730;Eier;Word;Train;91
731;seht;Word;Test;5
732;Dorf;Word;Train;64
733;Glas;Word;Train;86
734;Held;Word;Train;73
735;Taxi;Word;Test;20
736;ruft;Word;Test;5
737;Steh;Word;Test;6
738;Fahr;Word;Train;56
739;Lady;Word;Train;74
740;Flug;Word;Train;100
741;Ring;Word;Test;6
742;Wald;Word;Train;93
743;Dach;Word;Train;43
744;Ecke;Word;Train;24
745;Wein;Word;Train;88
746;Echt;Word;Train;36
747;Wand;Word;Train;78
748;Andy;Word;Train;21
749;Test;Word;Train;31
750;Arme;Word;Train;64
751;Meer;Word;Train;60
752;lief;Word;Train;100
753;Rose;Word;Test;3
754;Deal;Word;Train;70
755;Haar;Word;Test;14
756;Beim;Word;Train;81
757;Lord;Word;Train;85
758;Vier;Word;Train;52
759;Sagt;Word;Test;17
760;Guck;Word;Train;83
761;Paar;Word;Train;27
762;Mark;Word;Train;52
763;traf;Word;Train;78
764;Gang;Word;Train;30
765;fiel;Word;Train;55
766;Hose;Word;Train;48
767;Mary;Word;Train;44
768;Baum;Word;Train;33
769;halb;Word;Train;90
770;rief;Word;Train;78
771;Anna;Word;Test;7
772;neun;Word;Train;90
773;Matt;Word;Train;30
774;Club;Word;Test;4
775;fair;Word;Train;62
776;Knie;Word;Train;50
777;heim;Word;Train;94
778;leer;Word;Test;19
779;City;Word;Train;87
780;Sieg;Word;Train;23
781;Frag;Word;Train;31
782;Kurs;Word;Train;48
783;isst;Word;Test;12
784;zeig;Word;Train;60
785;fern;Word;Train;36
786;Fast;Word;Train;78
787;hilf;Word;Train;69
788;Holt;Word;Train;51
789;Code;Word;Train;32
790;Bald;Word;Test;12
791;klug;Word;Train;80
792;Form;Word;Train;91
793;Tier;Word;Train;98
794;Luke;Word;Test;8
795;Kuss;Word;Train;62
796;gilt;Word;Test;16
797;Cool;Word;Train;52
798;Gern;Word;Train;90
799;Adam;Word;Test;2
800;denk;Word;Train;45
801;irre;Word;Train;46
802;Gebt;Word;Train;56
803;Kino;Word;Train;85
804;Wohl;Word;Train;22
805;zieh;Word;Test;10
806;Jede;Word;Train;51
807;wart;Word;Train;39
808;warm;Word;Test;6
809;Akte;Word;Train;63
810;fing;Word;Train;91
811;Fang;Word;Train;94
812;Berg;Word;Train;74
813;Nett;Word;Train;66
814;fahr;Word;Test;16
815;Song;Word;Test;11
816;Dazu;Word;Train;79
817;steh;Word;Train;84
818;holt;Word;Train;77
819;Gras;Word;Train;68
820;Star;Word;Train;48
821;Tode;Word;Train;67
822;Zehn;Word;Train;43
823;satt;Word;Train;82
824;arme;Word;Train;60
825;Hexe;Word;Train;32
826;Dieb;Word;Test;20
827;Laut;Word;Train;58
828;Grab;Word;Train;71
829;Mond;Word;Train;41
830;Wert;Word;Train;52
831;Acht;Word;Train;88
832;Hemd;Word;Train;54
833;Alte;Word;Train;40
834;fuhr;Word;Train;31
835;Text;Word;Train;86
836;Gast;Word;Test;11
837;Wolf;Word;Train;27
838;Fick;Word;Test;9
839;Hure;Word;Train;78
840;Satz;Word;Train;35
841;Dreh;Word;Train;84
842;vorn;Word;Train;85
843;frag;Word;Train;59
844;sexy;Word;Train;33
845;Feld;Word;Train;42
846;Grad;Word;Train;60
847;sass;Word;Train;47
848;Sack;Word;Test;3
849;Rock;Word;Train;38
850;legt;Word;Train;59
851;Hoch;Word;Train;87
852;Fest;Word;Train;84
853;Gift;Word;Train;76
854;Etwa;Word;Train;40
855;Brot;Word;Train;95
856;Post;Word;Test;8
857;Wach;Word;Test;20
858;Zahl;Word;Train;68
859;Pech;Word;Train;76
860;Tote;Word;Train;45
861;Wege;Word;Test;0
862;esse;Word;Train;51
863;Tanz;Word;Train;93
864;rote;Word;Train;96
865;Stil;Word;Train;29
866;Cent;Word;Test;20
867;Crew;Word;Train;21
868;Fass;Word;Test;16
869;West;Word;Test;15
870;trug;Word;Test;20
871;Holz;Word;Test;13
872;Emma;Word;Train;81
873;Leck;Word;Train;90
874;Neue;Word;Train;50
875;real;Word;Test;14
876;Hass;Word;Test;11
877;Sand;Word;Train;66
878;wozu;Word;Train;78
879;wild;Word;Train;40
880;Rein;Word;Train;30
881;Kurz;Word;Test;2
882;Kilo;Word;Test;12
883;Karl;Word;Train;98
884;Hirn;Word;Test;10
885;geil;Word;Train;26
886;fett;Word;Train;70
887;Such;Word;Train;38
888;Amen;Word;Train;34
889;Nina;Word;Train;36
890;lege;Word;Train;31
891;lese;Word;Train;58
892;Koch;Word;Train;90
893;Maya;Word;Train;70
894;Heim;Word;Test;12
895;Farm;Word;Train;89
896;dank;Word;Train;82
897;Wirf;Word;Train;77
898;Wade;Word;Train;59
899;Reis;Word;Test;19
900;dick;Word;Train;36
901;brav;Word;Test;17
902;Seil;Word;Train;69
903;Tour;Word;Train;39
904;Netz;Word;Test;17
905;Werk;Word;Train;71
906;Phil;Word;Test;6
907;Kaum;Word;Train;21
908;Eile;Word;Train;75
909;blau;Word;Train;79
910;Atem;Word;Train;32
911;Zorn;Word;Train;85
912;lauf;Word;Train;54
913;half;Word;Test;2
914;taub;Word;Train;55
915;Huhn;Word;Train;40
916;Zone;Word;Train;82
917;Jagd;Word;Train;39
918;Affe;Word;Train;68
919;Gabe;Word;Train;47
920;nass;Word;Test;2
921;Dick;Word;Train;29
922;Sich;Word;Train;70
923;guck;Word;Train;75
924;tote;Word;Test;18
925;Puls;Word;Train;28
926;Pool;Word;Train;25
927;Null;Word;Train;97
928;Camp;Word;Train;29
929;gebt;Word;Train;62
930;Jobs;Word;Train;27
931;such;Word;Train;48
932;Lang;Word;Train;89
933;Golf;Word;Train;57
934;Narr;Word;Train;52
935;Fans;Word;Train;31
936;Chip;Word;Train;93
937;Male;Word;Train;92
938;Kram;Word;Test;19
939;Lies;Word;Train;57
940;Ruhm;Word;Test;5
941;Tara;Word;Train;56
942;Papi;Word;Train;26
943;Fein;Word;Train;78
944;Sitz;Word;Train;69
945;Funk;Word;Train;51
946;Jean;Word;Train;27
947;Kauf;Word;Test;15
948;Ware;Word;Train;80
949;haut;Word;Train;62
950;Juli;Word;Train;50
951;Deck;Word;Train;94
952;Baer;Word;Train;42
953;Safe;Word;Train;30
954;mies;Word;Train;92
955;Sehe;Word;Train;63
956;Eher;Word;Train;55
957;Tipp;Word;Train;30
958;Last;Word;Train;87
959;Fort;Word;Train;63
960;rund;Word;Test;9
961;Leib;Word;Test;3
962;Hugo;Word;Test;1
963;Flur;Word;Train;53
964;Anne;Word;Train;47
965;Heil;Word;Test;12
966;Neun;Word;Train;99
967;baut;Word;Train;52
968;hell;Word;Train;44
969;Weib;Word;Train;60
970;Mick;Word;Train;31
971;Café;Word;Train;48
972;treu;Word;Train;99
973;Atme;Word;Train;100
974;Turm;Word;Train;81
975;fein;Word;Train;51
976;Rate;Word;Train;24
977;hohe;Word;Train;89
978;flog;Word;Train;41
979;faul;Word;Test;12
980;Saft;Word;Train;21
981;plus;Word;Test;10
982;Gene;Word;Train;94
983;Eben;Word;Train;64
984;Zelt;Word;Train;47
985;jene;Word;Train;74
986;live;Word;Test;14
987;Esel;Word;Train;76
988;Orte;Word;Train;77
989;Salz;Word;Train;71
990;warf;Word;Train;75
991;vorm;Word;Test;20
992;Sarg;Word;Train;81
993;Cola;Word;Test;18
994;Legt;Word;Train;34
995;Ruft;Word;Train;35
996;Ford;Word;Train;61
997;kauf;Word;Train;51
998;Lebt;Word;Train;53
999;Zaun;Word;Test;7
1000;Rote;Word;Train;73
1001;Bahn;Word;Train;44
1002;Sofa;Word;Train;36
1003;Pfad;Word;Train;54
1004;Echo;Word;Train;66
1005;Tust;Word;Train;68
1006;Tank;Word;Train;98
1007;Tief;Word;Train;82
1008;doof;Word;Train;90
1009;Kent;Word;Train;46
1010;Graf;Word;Test;13
1011;bete;Word;Train;23
1012;rate;Word;Train;56
1013;Rand;Word;Test;17
1014;Noah;Word;Test;1
1015;Hans;Word;Train;92
1016;Rosa;Word;Train;77
1017;Maus;Word;Test;9
1018;umso;Word;Test;2
1019;Ente;Word;Train;75
1020;Zahn;Word;Test;0
1021;Irak;Word;Train;31
1022;dreh;Word;Train;73
1023;Lohn;Word;Train;30
1024;Tina;Word;Train;83
1025;Kern;Word;Train;90
1026;Fett;Word;Train;63
1027;Burg;Word;Train;53
1028;Vieh;Word;Train;67
1029;jagt;Word;Train;21
1030;Juni;Word;Train;84
1031;rosa;Word;Train;33
1032;Jude;Word;Test;18
1033;Helm;Word;Train;41
1034;Blau;Word;Train;53
1035;Ofen;Word;Train;90
1036;Bach;Word;Train;92
1037;lade;Word;Test;12
1038;Irre;Word;Train;87
1039;reif;Word;Train;66
1040;Hahn;Word;Test;11
1041;zeit;Word;Train;30
1042;Hart;Word;Test;10
1043;Mars;Word;Train;91
1044;Rohr;Word;Test;9
1045;Weit;Word;Train;29
1046;Oben;Word;Train;41
1047;Marc;Word;Train;99
1048;naiv;Word;Train;100
1049;Duft;Word;Train;67
1050;Erbe;Word;Train;49
1051;Otto;Word;Train;51
1052;trat;Word;Train;57
1053;Nest;Word;Train;40
1054;Stab;Word;Train;21
1055;Mode;Word;Train;61
1056;lahm;Word;Train;59
1057;Korb;Word;Train;100
1058;Jung;Word;Train;60
1059;wirf;Word;Train;24
1060;Abel;Word;Train;55
1061;Sage;Word;Train;69
1062;Voll;Word;Test;12
1063;wagt;Word;Test;1
1064;hing;Word;Test;9
1065;lies;Word;Train;66
1066;Gehe;Word;Train;42
1067;Mine;Word;Train;51
1068;Hase;Word;Train;78
1069;grob;Word;Train;22
1070;Euro;Word;Test;20
1071;Halb;Word;Train;85
1072;Wart;Word;Train;22
1073;Wehe;Word;Train;49
1074;Oper;Word;Train;57
1075;Dose;Word;Train;69
1076;Bude;Word;Test;12
1077;Kuba;Word;Train;49
1078;heil;Word;Train;92
1079;Haft;Word;Train;79
1080;Base;Word;Train;88
1081;Sing;Word;Test;19
1082;teil;Word;Train;76
1083;stur;Word;Train;80
1084;Pakt;Word;Test;8
1085;Bock;Word;Test;20
1086;Rang;Word;Train;45
1087;Saal;Word;Train;39
1088;ruht;Word;Train;75
1089;Lebe;Word;Train;92
1090;Wurm;Word;Train;65
1091;Wurf;Word;Test;5
1092;baue;Word;Test;13
1093;Keks;Word;Train;34
1094;quer;Word;Train;40
1095;Rufe;Word;Train;60
1096;Iris;Word;Test;1
1097;hebt;Word;Train;78
1098;Bush;Word;Test;1
1099;Depp;Word;Test;1
1100;Tore;Word;Train;85
1101;Topf;Word;Train;21
1102;Mumm;Word;Train;26
1103;Ging;Word;Train;98
1104;Zoll;Word;Train;74
1105;Rico;Word;Train;39
1106;regt;Word;Train;69
1107;atme;Word;Train;58
1108;Dirk;Word;Train;81
1109;Trip;Word;Train;100
1110;Qual;Word;Train;99
1111;Flut;Word;Train;58
1112;Wild;Word;Train;84
1113;Ufer;Word;Train;68
1114;Roll;Word;Train;82
1115;Saul;Word;Train;82
1116;Lach;Word;Train;92
1117;Ivan;Word;Train;68
1118;Damm;Word;Train;80
1119;Koks;Word;Train;81
1120;Bern;Word;Train;52
1121;Gina;Word;Test;5
1122;Vati;Word;Train;48
1123;Nord;Word;Train;36
1124;Tuch;Word;Train;46
1125;Kinn;Word;Train;34
1126;Frei;Word;Train;79
1127;Urin;Word;Train;88
1128;just;Word;Test;3
1129;Horn;Word;Test;12
1130;Reue;Word;Train;86
1131;Pest;Word;Train;59
1132;Herd;Word;Train;45
1133;Ming;Word;Train;49
1134;Lars;Word;Train;37
1135;Colt;Word;Train;25
1136;Klub;Word;Train;23
1137;fies;Word;Train;21
1138;Fels;Word;Test;4
1139;Lamm;Word;Train;89
1140;Kalt;Word;Train;77
1141;Hall;Word;Train;45
1142;Plus;Word;Train;48
1143;Obst;Word;Train;37
1144;Jeep;Word;Train;36
1145;Bull;Word;Test;2
1146;Brei;Word;Train;82
1147;Bert;Word;Test;15
1148;Hera;Word;Train;85
1149;Nerv;Word;Train;52
1150;Solo;Word;Test;14
1151;Raub;Word;Train;92
1152;Ohio;Word;Train;29
1153;Knox;Word;Test;19
1154;Jury;Word;Train;81
1155;fick;Word;Train;39
1156;Kurt;Word;Train;51
1157;esst;Word;Test;19
1158;Gans;Word;Train;97
1159;Senf;Word;Train;34
1160;sang;Word;Test;7
1161;Note;Word;Train;94
1162;News;Word;Train;51
1163;Live;Word;Train;34
1164;hebe;Word;Train;69
1165;sing;Word;Test;6
1166;Riss;Word;Train;40
1167;Haie;Word;Train;97
1168;uebe;Word;Train;75
1169;grau;Word;Train;88
1170;Pony;Word;Test;18
1171;Eule;Word;Train;88
1172;zahl;Word;Train;49
1173;Vase;Word;Train;86
1174;Wirt;Word;Train;82
1175;Bote;Word;Train;89
1176;Blei;Word;Train;36
1177;Gier;Word;Train;40
1178;Fell;Word;Train;68
1179;Fakt;Word;Train;51
1180;Axel;Word;Train;28
1181;zaeh;Word;Test;2
1182;Nova;Word;Train;85
1183;Gags;Word;Test;20
1184;Fach;Word;Train;81
1185;Heer;Word;Train;67
1186;Gelb;Word;Train;45
1187;Bund;Word;Train;100
1188;Mais;Word;Train;81
1189;Geil;Word;Train;64
1190;back;Word;Train;25
1191;Liga;Word;Train;64
1192;Darm;Word;Train;98
1193;Cruz;Word;Train;79
1194;Umso;Word;Train;44
1195;Mass;Word;Test;1
1196;Link;Word;Train;94
1197;Dumm;Word;Test;16
1198;weht;Word;Train;27
1199;vage;Word;Train;48
1200;male;Word;Train;41
1201;jage;Word;Train;89
1202;Riff;Word;Train;42
1203;ende;Word;Train;36
1204;Zeus;Word;Train;22
1205;Wall;Word;Train;27
1206;Esst;Word;Train;98
1207;Sets;Word;Train;97
1208;Lama;Word;Train;74
1209;Hebt;Word;Train;86
1210;Chor;Word;Test;17
1211;Tang;Word;Test;18
1212;gelb;Word;Train;79
1213;Elle;Word;Train;91
1214;Slip;Word;Train;86
1215;Lupe;Word;Train;41
1216;Kran;Word;Train;56
1217;Iren;Word;Train;60
1218;Heck;Word;Train;97
1219;Stau;Word;Test;19
1220;ruhe;Word;Train;92
1221;Bang;Word;Test;1
1222;roch;Word;Test;6
1223;riss;Word;Test;13
1224;Nuss;Word;Train;100
1225;Krug;Word;Train;61
1226;zart;Word;Train;53
1227;Vice;Word;Train;66
1228;galt;Word;Train;44
1229;floh;Word;Train;48
1230;wage;Word;Test;8
1231;Ober;Word;Train;39
1232;Furz;Word;Train;92
1233;oede;Word;Train;90
1234;trau;Word;Train;74
1235;lila;Word;Test;4
1236;Khan;Word;Train;27
1237;Kamm;Word;Train;86
1238;Anno;Word;Train;92
1239;Kahn;Word;Train;91
1240;Isst;Word;Train;95
1241;ward;Word;Train;99
1242;Neid;Word;Train;39
1243;Merk;Word;Train;30
1244;litt;Word;Train;71
1245;Korn;Word;Train;95
1246;Bars;Word;Train;84
1247;Taub;Word;Test;1
1248;Puff;Word;Train;47
1249;Mail;Word;Train;54
1250;Kalb;Word;Train;69
1251;Asyl;Word;Train;96
1252;Pike;Word;Train;48
1253;Jazz;Word;Train;37
1254;Seen;Word;Train;95
1255;Omen;Word;Test;7
1256;Logo;Word;Train;97
1257;Lade;Word;Train;40
1258;irrt;Word;Train;54
1259;Part;Word;Train;85
1260;Pate;Word;Train;96
1261;Soda;Word;Test;6
1262;haue;Word;Train;70
1263;enge;Word;Test;5
1264;naht;Word;Train;78
1265;Kick;Word;Test;14
1266;Ekel;Word;Train;88
1267;Boys;Word;Train;43
1268;Aera;Word;Test;10
1269;Yoga;Word;Train;95
1270;wies;Word;Train;73
1271;Takt;Word;Train;82
1272;rast;Word;Train;33
1273;malt;Word;Train;27
1274;Lift;Word;Train;91
1275;Herb;Word;Train;60
1276;Eden;Word;Train;24
1277;Lire;Word;Train;49
1278;Hole;Word;Test;7
1279;Dock;Word;Test;15
1280;Prag;Word;Train;74
1281;Guru;Word;Train;44
1282;Gurt;Word;Test;20
1283;Elch;Word;Test;8
1284;edle;Word;Train;34
1285;Info;Word;Train;52
1286;Hohe;Word;Test;0
1287;Enge;Word;Train;41
1288;Biss;Word;Train;44
1289;Wage;Word;Train;84
1290;Spot;Word;Test;1
1291;Hupe;Word;Train;27
1292;fehl;Word;Train;37
1293;Feen;Word;Train;75
1294;Fair;Word;Train;64
1295;Prof;Word;Train;77
1296;Sexy;Word;Train;36
1297;Vers;Word;Test;3
1298;Mehl;Word;Train;35
1299;Leer;Word;Train;100
1300;Dora;Word;Train;99
1301;Sams;Word;Test;11
1302;Mini;Word;Train;36
1303;Bann;Word;Test;7
1304;uebt;Word;Train;50
1305;eilt;Word;Train;70
1306;Zwar;Word;Train;69
1307;Zion;Word;Train;91
1308;Sven;Word;Train;73
1309;Nazi;Word;Train;24
1310;biss;Word;Train;36
1311;Punk;Word;Train;31
1312;lach;Word;Test;6
1313;Tick;Word;Train;79
1314;Klon;Word;Train;94
1315;Bete;Word;Test;12
1316;tabu;Word;Train;49
1317;Olga;Word;Train;22
1318;Iran;Word;Test;1
1319;Fund;Word;Train;72
1320;wehe;Word;Test;17
1321;Momo;Word;Test;17
1322;Made;Word;Test;19
1323;Kohl;Word;Train;29
1324;Hang;Word;Train;51
1325;Gong;Word;Train;78
1326;Exil;Word;Train;57
1327;Aura;Word;Train;60
1328;Tofu;Word;Test;1
1329;ritt;Word;Train;37
1330;pure;Word;Test;15
1331;Milz;Word;Train;86
1332;Hell;Word;Train;93
1333;Ehen;Word;Train;21
1334;Boom;Word;Train;80
1335;Beta;Word;Train;22
1336;Jura;Word;Train;89
1337;Jene;Word;Train;77
1338;Floh;Word;Test;7
1339;Demo;Word;Train;44
1340;Brav;Word;Train;28
1341;Wien;Word;Train;83
1342;Toto;Word;Train;63
1343;samt;Word;Train;59
1344;merk;Word;Train;83
1345;List;Word;Test;16
1346;hold;Word;Train;45
1347;Bobs;Word;Train;74
1348;Aufs;Word;Train;63
1349;Asse;Word;Test;20
1350;Adel;Word;Train;71
1351;Wehr;Word;Train;77
1352;Theo;Word;Train;73
1353;Rune;Word;Train;43
1354;Putz;Word;Test;7
1355;Nahe;Word;Train;93
1356;Kauz;Word;Train;90
1357;Just;Word;Train;70
1358;Gilt;Word;Test;12
1359;Marx;Word;Train;62
1360;hupt;Word;Train;69
1361;Foul;Word;Train;61
1362;Fand;Word;Train;33
1363;ahnt;Word;Test;12
1364;Sued;Word;Test;1
1365;Roms;Word;Train;72
1366;Pilz;Word;Train;28
1367;Memo;Word;Train;38
1368;Grau;Word;Train;94
1369;Bass;Word;Train;100
1370;Wale;Word;Train;77
1371;Norm;Word;Test;16
1372;Lost;Word;Train;24
1373;leih;Word;Train;60
1374;Fiel;Word;Train;97
1375;Ewig;Word;Train;45
1376;Trab;Word;Test;0
1377;Port;Word;Train;53
1378;Omas;Word;Train;67
1379;Jens;Word;Train;100
1380;Kaff;Word;Train;50
1381;hohl;Word;Train;90
1382;Bens;Word;Train;47
1383;Wink;Word;Test;13
1384;Reiz;Word;Train;53
1385;Amis;Word;Train;58
1386;Vize;Word;Train;74
1387;Sekt;Word;Train;32
1388;Lose;Word;Train;56
1389;kamt;Word;Train;37
1390;Emil;Word;Train;32
1391;Volt;Word;Train;100
1392;Tito;Word;Train;35
1393;lose;Word;Train;71
1394;Lieb;Word;Train;27
1395;Pelz;Word;Train;94
1396;Lila;Word;Train;33
1397;Katz;Word;Train;75
1398;Ruck;Word;Train;35
1399;Heft;Word;Train;53
1400;edel;Word;Train;61
1401;Coup;Word;Train;68
1402;tobt;Word;Test;10
1403;Ruin;Word;Train;52
1404;Rast;Word;Train;85
1405;Muse;Word;Test;8
1406;Ahoi;Word;Train;91
1407;Zoom;Word;Train;90
1408;Mast;Word;Test;8
1409;Lege;Word;Train;71
1410;Jets;Word;Train;89
1411;inne;Word;Train;83
1412;Elfe;Word;Test;15
1413;ehrt;Word;Train;38
1414;bunt;Word;Test;12
1415;Pope;Word;Train;49
1416;Mali;Word;Train;45
1417;Main;Word;Train;63
1418;Lava;Word;Train;54
1419;Kitt;Word;Test;5
1420;Hebe;Word;Train;38
1421;Shop;Word;Train;73
1422;lest;Word;Train;34
1423;Lehm;Word;Test;2
1424;Dorn;Word;Train;75
1425;Urne;Word;Train;65
1426;rege;Word;Test;4
1427;Mahl;Word;Train;89
1428;kahl;Word;Train;70
1429;Idol;Word;Train;37
1430;Gips;Word;Test;5
1431;Gebe;Word;Train;45
1432;Zaum;Word;Train;41
1433;Visa;Word;Train;48
1434;Saat;Word;Train;62
1435;Ness;Word;Test;17
1436;Laos;Word;Train;94
1437;Hofe;Word;Train;29
1438;Fink;Word;Train;38
1439;Blog;Word;Train;78
1440;Ader;Word;Test;17
1441;Thor;Word;Test;19
1442;Opas;Word;Test;6
1443;Lief;Word;Train;28
1444;Kill;Word;Train;65
1445;Hits;Word;Train;83
1446;Warm;Word;Test;15
1447;Oleg;Word;Test;10
1448;Naht;Word;Train;97
1449;Jims;Word;Train;93
1450;Gaul;Word;Train;93
1451;Beil;Word;Train;93
1452;Atom;Word;Test;1
1453;Ritt;Word;Train;36
1454;lieh;Word;Train;31
1455;Genf;Word;Train;33
1456;Akku;Word;Train;62
1457;Sees;Word;Test;5
1458;Reim;Word;Train;49
1459;Moos;Word;Train;33
1460;Laus;Word;Train;23
1461;Kult;Word;Train;47
1462;Brut;Word;Train;22
1463;Real;Word;Test;18
